Date,Value
2018-10-29,269754.0
2018-10-30,283327.0
2018-10-31,288283.0
2018-11-01,281941.0
2018-11-02,292704.0
2018-11-03,249564.0
2018-11-04,226247.0
2018-11-05,293239.0
2018-11-06,285451.0
2018-11-07,293734.0
2018-11-08,277597.0
2018-11-09,283896.0
2018-11-10,252499.0
2018-11-11,246991.0
2018-11-12,300006.0
2018-11-13,279160.0
2018-11-14,292755.0
2018-11-15,291525.0
2018-11-16,283124.0
2018-11-17,262649.0
2018-11-18,239803.0
2018-11-19,267971.0
2018-11-20,288450.0
2018-11-21,254942.0
2018-11-22,266116.0
2018-11-23,275261.0
2018-11-24,250017.0
2018-11-25,239256.0
2018-11-26,257062.0
2018-11-27,268533.0
2018-11-28,254456.0
2018-11-29,246226.0
2018-11-30,250157.0
2018-12-01,241847.0
2018-12-02,222673.0
2018-12-03,240652.0
2018-12-04,270189.0
2018-12-05,256501.0
2018-12-06,279654.0
2018-12-07,253890.0
2018-12-08,231104.0
2018-12-09,238569.0
2018-12-10,258353.0
2018-12-11,251487.0
2018-12-12,261423.0
2018-12-13,268422.0
2018-12-14,275801.0
2018-12-15,262879.0
2018-12-16,226453.0
2018-12-17,298823.0
2018-12-18,266245.0
2018-12-19,302392.0
2018-12-20,287273.0
2018-12-21,280588.0
2018-12-22,251216.0
2018-12-23,250739.0
2018-12-24,272297.0
2018-12-25,265052.0
2018-12-26,281305.0
2018-12-27,300020.0
2018-12-28,308267.0
2018-12-29,264980.0
2018-12-30,267639.0
2018-12-31,259684.0
2019-01-01,234725.0
2019-01-02,271696.0
2019-01-03,291016.0
2019-01-04,281772.0
2019-01-05,265192.0
2019-01-06,258522.0
2019-01-07,284782.0
2019-01-08,318524.0
2019-01-09,319056.0
2019-01-10,327338.0
2019-01-11,308372.0
2019-01-12,281502.0
2019-01-13,276997.0
2019-01-14,326685.0
2019-01-15,302279.0
2019-01-16,305702.0
2019-01-17,296695.0
2019-01-18,305965.0
2019-01-19,282188.0
2019-01-20,294118.0
2019-01-21,315202.0
2019-01-22,296040.0
2019-01-23,293494.0
2019-01-24,308146.0
2019-01-25,301085.0
2019-01-26,288285.0
2019-01-27,276651.0
2019-01-28,308062.0
2019-01-29,326162.0
2019-01-30,321980.0
2019-01-31,353945.0
2019-02-01,339341.0
2019-02-02,322032.0
2019-02-03,300171.0
2019-02-04,335288.0
2019-02-05,354069.0
2019-02-06,349596.0
2019-02-07,353046.0
2019-02-08,335280.0
2019-02-09,310892.0
2019-02-10,299609.0
2019-02-11,315725.0
2019-02-12,271573.0
2019-02-13,352651.0
2019-02-14,354483.0
2019-02-15,296729.0
2019-02-16,332137.0
2019-02-17,327463.0
2019-02-18,344274.0
2019-02-19,348242.0
2019-02-20,314320.0
2019-02-21,297595.0
2019-02-22,350306.0
2019-02-23,328239.0
2019-02-24,320446.0
2019-02-25,336634.0
2019-02-26,366568.0
2019-02-27,344560.0
2019-02-28,367827.0
2019-03-01,354422.0
2019-03-02,335864.0
